Demographic status,Household income,Campaign,Ad group,Status,Bid adj.,Impr.,Interactions,Interaction rate,Currency code,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Enabled,21 - 30%,ADa - Competitors,РЎlinicsoftwaredubai(UAE),Campaign paused, --,3,1,33.33%,USD,1.81,1.81,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Oracle Health,Campaign paused, --,40,1,2.50%,USD,1.44,1.44,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Tebra,Campaign paused, --,1,1,100.00%,USD,1.94,1.94,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Adroit(UAE),Campaign paused, --,18,2,11.11%,USD,1.90,3.79,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Clintee(UAE),Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Epic Systems Corporation,Campaign paused, --,6,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Clinicea,Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,6,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Valant,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,TherapyNotes,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,ModMed,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,SimplePractice,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Tebra,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,AdvancedMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Azalea Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Experity Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Carepatron,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,ModMed,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,AdvancedMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Tebra,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Pabau,Campaign paused, --,7,2,28.57%,USD,1.99,3.98,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Clinicea,Campaign paused, --,22,2,9.09%,USD,1.24,2.48,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Athenahealth,Campaign paused, --,15,1,6.67%,USD,1.91,1.91,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,CareCloud,Campaign paused, --,2,1,50.00%,USD,1.08,1.08,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Adroit(UAE),Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Oracle Health,Campaign paused, --,17,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Experity Health,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,CentralReach,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Elation Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,DrChrono,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Tebra,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,ModMed,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,CureMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Praxis EMR,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Praxis EMR,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Care4 EMR(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,CureMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Valant,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Athenahealth,Campaign paused, --,6,2,33.33%,USD,1.77,3.53,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,DOCMate,Campaign paused, --,35,3,8.57%,USD,1.30,3.90,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Clinicea,Campaign paused, --,14,2,14.29%,USD,1.00,2.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,DrChrono,Campaign paused, --,2,2,100.00%,USD,1.62,3.24,50.00%,1.00,3.24
Enabled,Top 10%,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,6,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,CureMD,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Practice Fusion,Campaign paused, --,6,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Practice Fusion,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Practice Fusion,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,РЎlinicsoftwaredubai(UAE),Campaign paused, --,6,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Noterro,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Raintree Systems,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,CureMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,CentralReach,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Praxis EMR,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Raintree Systems,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Azalea Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Carepatron,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,CareCloud,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,DOCMate,Campaign paused, --,131,17,12.98%,USD,1.60,27.12,2.94%,0.50,54.24
Enabled,41 - 50%,ADa - Competitors,DOCMate,Campaign paused, --,9,1,11.11%,USD,1.90,1.90,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Elation Health,Campaign paused, --,1,1,100.00%,USD,1.99,1.99,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Epic Systems Corporation,Campaign paused, --,7,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Azalea Health,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,MedicoPlus,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Noterro,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Ensora Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,PracticeBetter,Ad group not complete, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,NextGen Healthcare,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Care4 EMR(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Oracle Health,Campaign paused, --,29,1,3.45%,USD,1.93,1.93,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Oracle Health,Campaign paused, --,155,10,6.45%,USD,1.84,18.43,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Practice Fusion,Campaign paused, --,8,2,25.00%,USD,1.84,3.68,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,CareCloud,Campaign paused, --,6,2,33.33%,USD,1.36,2.71,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Clinicea,Campaign paused, --,42,1,2.38%,USD,1.64,1.64,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Jane Software,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,MedicoPlus,Campaign paused, --,12,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Carepatron,Campaign paused, --,5,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,CentralReach,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Practice Fusion,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,DTech IT Solutions(UAE),Campaign paused, --,5,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Noterro,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,РЎlinicsoftwaredubai(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,CentralReach,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,PrognoCIS (Bizmatics Inc.),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,CareCloud,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Raintree Systems,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Care4 EMR(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,SimplePractice,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Azalea Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Practice Better,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,CareCloud,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Adroit(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,TherapyNotes,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Oracle Health,Campaign paused, --,20,1,5.00%,USD,1.98,1.98,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,DOCMate,Campaign paused, --,29,6,20.69%,USD,1.59,9.53,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Elation Health,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,AdvancedMD,Campaign paused, --,9,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Practice Better,Campaign paused, --,4,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,MedicoPlus,Campaign paused, --,8,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Pabau,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Carepatron,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Practice Fusion,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Ensora Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Clintee(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,CentralReach,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Jane Software,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Experity Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,eClinicalWorks,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,DrChrono,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Ensora Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Clintee(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Elation Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,TherapyNotes,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,SimplePractice,Campaign paused, --,1,1,100.00%,USD,1.98,1.98,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Pabau,Campaign paused, --,1,1,100.00%,USD,0.96,0.96,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Athenahealth,Campaign paused, --,16,1,6.25%,USD,1.59,1.59,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Carepatron,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Elation Health,Campaign paused, --,4,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,ModMed,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Practice Better,Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Jane Software,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Experity Health,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Azalea Health,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,eClinicalWorks,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,MedicoPlus,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,CureMD,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Care4 EMR(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,AdvancedMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Praxis EMR,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Adroit(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,NextGen Healthcare,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,TherapyNotes,Campaign paused, --,2,1,50.00%,USD,1.98,1.98,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Athenahealth,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Practice Better,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,eClinicalWorks,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Carepatron,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,AdvancedMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,PrognoCIS (Bizmatics Inc.),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Raintree Systems,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Azalea Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Clintee(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Carepatron,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,DrChrono,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Pabau,Campaign paused, --,3,1,33.33%,USD,1.88,1.88,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,eClinicalWorks,Campaign paused, --,14,1,7.14%,USD,1.56,1.56,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Jane Software,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,DTech IT Solutions(UAE),Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,SimplePractice,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,TherapyNotes,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,AdvancedMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,PrognoCIS (Bizmatics Inc.),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Experity Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Practice Better,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Praxis EMR,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,PrognoCIS (Bizmatics Inc.),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,PracticeBetter,Ad group not complete, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Jane Software,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,CureMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,NextGen Healthcare,Campaign paused, --,1,1,100.00%,USD,2.00,2.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Tebra,Campaign paused, --,4,1,25.00%,USD,0.87,0.87,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Pabau,Campaign paused, --,16,2,12.50%,USD,1.48,2.96,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,DTech IT Solutions(UAE),Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Practice Fusion,Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Valant,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,ModMed,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,Practice Better,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,MedicoPlus,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Clinicea,Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,NextGen Healthcare,Campaign paused, --,12,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,CureMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Valant,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Raintree Systems,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Valant,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Tebra,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,41 - 50%,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Ensora Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,31 - 40%,ADa - Competitors,Ensora Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,РЎlinicsoftwaredubai(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Oracle Health,Campaign paused, --,39,2,5.13%,USD,1.97,3.93,0.00%,0.00,0.00
Enabled,21 - 30%,ADa - Competitors,DOCMate,Campaign paused, --,42,2,4.76%,USD,1.35,2.70,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Adroit(UAE),Campaign paused, --,4,1,25.00%,USD,1.56,1.56,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,Epic Systems Corporation,Campaign paused, --,67,4,5.97%,USD,1.94,7.75,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,eClinicalWorks,Campaign paused, --,11,1,9.09%,USD,1.89,1.89,0.00%,0.00,0.00
Enabled,11 - 20%,ADa - Competitors,Epic Systems Corporation,Campaign paused, --,18,2,11.11%,USD,1.74,3.47,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,DOCMate,Campaign paused, --,96,10,10.42%,USD,1.90,18.97,0.00%,0.00,0.00
Enabled,Top 10%,ADa - Competitors,PracticeBetter,Ad group not complete, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Lower 50%,ADa - Competitors,CentralReach,Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
