Ad schedule day and hour report
1 January 2026 - 26 March 2026
Day of the week,Hour of the day,Campaign,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Thursday,5,S | General | NL,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,4,S | General | NL,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,4,PMax | Rem | AU-NZ | EN,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,1,PMax | Rem | AU-NZ | EN,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,14,PMax | Rem | AU-NZ | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,16,S | Brand | NL,EUR,4.28,7,3,42.86%,0.01,0.03,0.00%,0.00,0.00
Friday,17,S | Brand | NL,EUR,166.36,11,4,36.36%,0.46,1.83,0.00%,0.00,0.00
Wednesday,19,S | Brand | NL,EUR,107.54,9,3,33.33%,0.32,0.97,33.33%,1.00,0.97
Tuesday,14,S | Brand | NL,EUR,2.50,12,3,25.00%,0.01,0.03,0.00%,0.00,0.00
Friday,16,PMax | Rem | UK,EUR,0.79,233,4,1.72%,0.05,0.18,0.00%,0.00,0.00
Friday,17,PMax | Rem | UK,EUR,10.71,96,3,3.13%,0.34,1.03,0.00%,0.00,0.00
Wednesday,7,PMax | Rem | UK,EUR,0.95,41,1,2.44%,0.04,0.04,0.00%,0.00,0.00
Tuesday,19,PMax | Rem | UK,EUR,24.48,81,7,8.64%,0.28,1.98,0.00%,0.00,0.00
Monday,0,PMax | Rem | UK,EUR,12.41,79,1,1.27%,0.98,0.98,0.00%,0.00,0.00
Wednesday,8,PMAX | shopping | EU | EN,EUR,2.88,209,22,10.53%,0.03,0.60,0.00%,0.00,0.00
Tuesday,1,DGen | EN,EUR,0.61,"1,175",7,0.60%,0.10,0.72,0.00%,0.00,0.00
Tuesday,12,DGen | EN,EUR,0.39,"3,075",4,0.13%,0.30,1.20,0.00%,0.00,0.00
Monday,9,DGen | EN,EUR,1.43,524,8,1.53%,0.09,0.75,0.00%,0.00,0.00
Sunday,23,DGen | EN,EUR,0.33,"2,878",9,0.31%,0.10,0.94,0.00%,0.00,0.00
Friday,10,S | General | NL,EUR,75.18,66,5,7.58%,0.99,4.96,0.00%,0.00,0.00
Friday,23,S | General | NL,EUR,26.12,98,2,2.04%,1.28,2.56,0.00%,0.00,0.00
Thursday,20,S | General | NL,EUR,143.08,111,9,8.11%,1.76,15.88,0.00%,0.00,0.00
Tuesday,5,S | General | NL,EUR,90.00,24,1,4.17%,2.16,2.16,0.00%,0.00,0.00
Monday,6,S | General | NL,EUR,23.13,99,1,1.01%,2.29,2.29,0.00%,0.00,0.00
Monday,12,S | General | NL,EUR,32.71,59,2,3.39%,0.97,1.93,0.00%,0.00,0.00
Friday,15,PMax | Rem | EU | EN,EUR,13.24,620,31,5.00%,0.26,8.21,0.00%,0.00,0.00
Thursday,7,PMax | Rem | EU | EN,EUR,12.00,333,25,7.51%,0.16,4.00,0.00%,0.00,0.00
Wednesday,8,PMax | Rem | EU | EN,EUR,18.93,493,26,5.27%,0.36,9.33,0.00%,0.00,0.00
Tuesday,11,PMax | Rem | EU | EN,EUR,2.66,721,18,2.50%,0.11,1.92,0.00%,0.00,0.00
Monday,2,PMax | Rem | EU | EN,EUR,21.85,70,3,4.29%,0.51,1.53,0.00%,0.00,0.00
Sunday,8,PMax | Rem | EU | EN,EUR,7.60,558,33,5.91%,0.13,4.24,0.00%,0.00,0.00
Tuesday,8,PMax | Rem | AU-NZ | EN,EUR,52.56,29,1,3.45%,1.52,1.52,0.00%,0.00,0.00
Sunday,10,PMax | Rem | AU-NZ | EN,EUR,1.53,40,3,7.50%,0.02,0.06,0.00%,0.00,0.00
Tuesday,13,ADa_Brand_NL,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Monday,1,S | General | UK,EUR,750.00,1,1,100.00%,0.75,0.75,0.00%,0.00,0.00
Wednesday,3,PMax | Rem | US | EN,EUR,11.47,97,1,1.03%,1.11,1.11,0.00%,0.00,0.00
Thursday,5,ADa_Panty_NL,EUR,12.54,126,17,13.49%,0.09,1.58,0.00%,0.00,0.00
Thursday,17,ADa_Panty_NL,EUR,7.03,384,26,6.77%,0.10,2.70,0.00%,0.00,0.00
Wednesday,1,ADa_Panty_NL,EUR,0.70,91,1,1.10%,0.06,0.06,0.00%,0.00,0.00
Wednesday,10,Sh | General | NL,EUR,61.67,24,1,4.17%,1.48,1.48,0.00%,0.00,0.00
Wednesday,9,S | Brand | EU | DE,EUR,5.00,2,1,50.00%,0.01,0.01,100.00%,1.00,0.01
Tuesday,11,S | Brand | EU | DE,EUR,12.50,4,1,25.00%,0.05,0.05,0.00%,0.00,0.00
Saturday,15,PMax | Rem | NL | New,EUR,24.43,"1,046",62,5.93%,0.41,25.55,0.00%,0.00,0.00
Friday,15,PMax | Rem | NL | New,EUR,9.63,825,41,4.97%,0.19,7.94,0.00%,0.00,0.00
Friday,20,PMax | Rem | NL | New,EUR,9.24,877,50,5.70%,0.16,8.10,0.00%,0.00,0.00
Thursday,2,PMax | Rem | NL | New,EUR,12.66,104,9,8.65%,0.15,1.32,0.00%,0.00,0.00
Sunday,2,PMax | Rem | NL | New,EUR,3.37,200,11,5.50%,0.06,0.67,0.00%,0.00,0.00
Saturday,8,S | General | EU | EN,EUR,128.66,138,10,7.25%,1.78,17.75,0.00%,0.00,0.00
Saturday,22,S | General | EU | EN,EUR,57.84,74,6,8.11%,0.71,4.28,0.00%,0.00,0.00
Thursday,2,S | General | EU | EN,EUR,72.41,24,3,12.50%,0.58,1.74,0.00%,0.00,0.00
Tuesday,19,S | General | EU | EN,EUR,46.41,126,9,7.14%,0.65,5.85,0.00%,0.00,0.00
Sunday,13,S | General | EU | EN,EUR,31.87,114,7,6.14%,0.52,3.63,0.00%,0.00,0.00
Saturday,4,PMax | Rem | CA | EN,EUR,1.35,47,3,6.38%,0.02,0.06,0.00%,0.00,0.00
Saturday,23,PMax | Rem | CA | EN,EUR,0.06,18,1,5.56%,0.00,0.00,0.00%,0.00,0.00
Wednesday,1,PMax | Rem | CA | EN,EUR,40.00,4,1,25.00%,0.16,0.16,0.00%,0.00,0.00
Monday,13,PMax | Rem | CA | EN,EUR,1.50,8,1,12.50%,0.01,0.01,0.00%,0.00,0.00
Saturday,8,ADa_Pants_NL,EUR,10.13,208,16,7.69%,0.13,2.11,0.00%,0.00,0.00
Monday,0,ADa_Pants_NL,EUR,8.53,53,6,11.32%,0.08,0.45,0.00%,0.00,0.00
Monday,16,ADa_Pants_NL,EUR,4.93,123,6,4.88%,0.10,0.61,0.00%,0.00,0.00
Wednesday,12,S | Brand | NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,23,PMAX | shopping | EU | EN,EUR,0.00,59,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,4,S | General | NL,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,10,PMax | Rem | AU-NZ | EN,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,5,S | General | UK,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,18,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,14,S | General | UK,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,17,PMax | Rem | US | EN,EUR,0.00,38,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,10,PMax | Rem | US | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,8,PMax | Rem | US | EN,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,0,PMax | Rem | US | EN,EUR,0.00,95,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,14,PMax | Rem | US | EN,EUR,0.00,31,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,19,ADa_Panty_NL,EUR,0.00,33,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,9,Sh | General | NL,EUR,0.00,22,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,12,PMax | Rem | CA | EN,EUR,2.57,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,10,PMax | Rem | CA | EN,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,0,S | Brand | NL,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Friday,9,S | Brand | NL,EUR,38.13,16,6,37.50%,0.10,0.61,16.67%,1.00,0.61
Wednesday,11,S | Brand | NL,EUR,228.31,13,4,30.77%,0.74,2.97,0.00%,0.00,0.00
Tuesday,0,S | Brand | NL,EUR,1.67,6,1,16.67%,0.01,0.01,50.00%,0.50,0.02
Monday,9,S | Brand | NL,EUR,5.00,4,2,50.00%,0.01,0.02,50.00%,1.00,0.02
Thursday,22,PMax | Rem | DE,EUR,27.00,257,9,3.50%,0.77,6.94,0.00%,0.00,0.00
Friday,15,PMAX | shopping | EU | EN,EUR,8.35,133,1,0.75%,1.11,1.11,0.00%,0.00,0.00
Wednesday,23,PMAX | shopping | EU | EN,EUR,21.86,154,2,1.30%,1.68,3.37,0.00%,0.00,0.00
Friday,13,DGen | EN,EUR,0.38,"2,854",6,0.21%,0.18,1.07,0.00%,0.00,0.00
Tuesday,2,DGen | EN,EUR,0.68,190,2,1.05%,0.06,0.13,0.00%,0.00,0.00
Monday,23,DGen | EN,EUR,0.73,"2,457",11,0.45%,0.16,1.80,0.00%,0.00,0.00
Sunday,11,DGen | EN,EUR,0.43,"2,686",18,0.67%,0.06,1.16,0.00%,0.00,0.00
Saturday,3,S | General | NL,EUR,286.25,8,1,12.50%,2.29,2.29,0.00%,0.00,0.00
Saturday,8,S | General | NL,EUR,99.10,122,6,4.92%,2.02,12.09,0.00%,0.00,0.00
Wednesday,12,S | General | NL,EUR,231.36,88,8,9.09%,2.54,20.36,0.00%,0.00,0.00
Monday,15,S | Brand | EU | EN,EUR,75.00,2,1,50.00%,0.15,0.15,0.00%,0.00,0.00
Saturday,0,PMax | Rem | EU | EN,EUR,16.71,202,29,14.36%,0.12,3.38,0.00%,0.00,0.00
Thursday,21,PMax | Rem | EU | EN,EUR,7.65,473,31,6.55%,0.12,3.62,0.00%,0.00,0.00
Monday,19,PMax | Rem | AU-NZ | EN,EUR,310.81,6,2,33.33%,0.93,1.86,0.00%,0.00,0.00
Tuesday,16,PMax | Rem | US | EN,EUR,21.04,62,1,1.61%,1.30,1.30,0.00%,0.00,0.00
Thursday,3,ADa_Panty_NL,EUR,16.01,90,15,16.67%,0.10,1.44,0.00%,0.00,0.00
Thursday,10,ADa_Panty_NL,EUR,12.03,609,39,6.40%,0.19,7.32,0.00%,0.00,0.00
Wednesday,23,ADa_Panty_NL,EUR,10.94,583,34,5.83%,0.19,6.38,2.94%,1.00,6.38
Tuesday,15,ADa_Panty_NL,EUR,2.90,113,3,2.65%,0.11,0.33,0.00%,0.00,0.00
Monday,20,ADa_Panty_NL,EUR,52.91,79,3,3.80%,1.39,4.18,0.00%,0.00,0.00
Wednesday,0,PMax | Rem | NL | New,EUR,28.28,215,8,3.72%,0.76,6.08,12.50%,1.00,6.08
Tuesday,21,PMax | Rem | NL | New,EUR,13.17,962,49,5.09%,0.26,12.67,0.00%,0.00,0.00
Monday,3,PMax | Rem | NL | New,EUR,0.09,50,1,2.00%,0.00,0.00,0.00%,0.00,0.00
Friday,1,S | General | EU | EN,EUR,69.41,20,2,10.00%,0.69,1.39,0.00%,0.00,0.00
Friday,13,S | General | EU | EN,EUR,66.77,208,11,5.29%,1.26,13.89,0.00%,0.00,0.00
Tuesday,2,PMax | Rem | CA | EN,EUR,1.76,145,4,2.76%,0.06,0.26,0.00%,0.00,0.00
Thursday,19,ADa_Pants_NL,EUR,76.47,51,3,5.88%,1.30,3.90,0.00%,0.00,0.00
Monday,5,ADa_Pants_NL,EUR,22.75,26,1,3.85%,0.59,0.59,0.00%,0.00,0.00
Monday,5,S | Brand | NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,11,PMAX | shopping | EU | EN,EUR,0.00,86,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,4,PMAX | shopping | EU | EN,EUR,0.00,49,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,4,PMAX | shopping | EU | EN,EUR,0.00,56,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,4,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,2,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,16,PMax | Rem | US | EN,EUR,0.00,32,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,15,PMax | Rem | US | EN,EUR,0.00,31,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,2,Sh | General | NL,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,3,Sh | General | NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,1,PMax | Rem | CA | EN,EUR,0.43,12,0,0.00%,0,0.01,0.00%,0.00,0.00
Friday,4,ADa_Pants_NL,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,7,S | Brand | NL,EUR,35.00,6,1,16.67%,0.21,0.21,0.00%,0.00,0.00
Sunday,14,S | Brand | NL,EUR,161.25,8,4,50.00%,0.32,1.29,0.00%,0.00,0.00
Thursday,18,PMax | Rem | DE,EUR,11.09,239,10,4.18%,0.27,2.65,0.00%,0.00,0.00
Wednesday,2,PMax | Rem | DE,EUR,10.59,39,1,2.56%,0.41,0.41,0.00%,0.00,0.00
Wednesday,19,PMax | Rem | DE,EUR,18.14,530,20,3.77%,0.48,9.61,0.00%,0.00,0.00
Tuesday,20,PMax | Rem | DE,EUR,13.89,409,18,4.40%,0.32,5.68,3.25%,0.58,9.72
Friday,2,PMax | Rem | UK,EUR,37.19,31,4,12.90%,0.29,1.15,0.00%,0.00,0.00
Friday,3,PMax | Rem | UK,EUR,2.19,22,3,13.64%,0.02,0.05,0.00%,0.00,0.00
Saturday,21,PMAX | shopping | EU | EN,EUR,20.55,202,9,4.46%,0.46,4.15,0.00%,0.00,0.00
Monday,18,PMAX | shopping | EU | EN,EUR,38.28,156,3,1.92%,1.99,5.97,33.33%,1.00,5.97
Sunday,0,PMAX | shopping | EU | EN,EUR,15.32,136,3,2.21%,0.69,2.08,0.00%,0.00,0.00
Saturday,9,DGen | EN,EUR,0.46,"2,544",7,0.28%,0.17,1.17,0.00%,0.00,0.00
Saturday,11,DGen | EN,EUR,0.42,"2,911",9,0.31%,0.14,1.22,0.00%,0.00,0.00
Thursday,5,DGen | EN,EUR,3.67,"1,297",10,0.77%,0.48,4.76,0.00%,0.00,0.00
Wednesday,5,DGen | EN,EUR,0.49,786,4,0.51%,0.10,0.38,0.00%,0.00,0.00
Tuesday,14,DGen | EN,EUR,0.66,"5,669",21,0.37%,0.18,3.76,0.00%,0.00,0.00
Sunday,5,DGen | EN,EUR,9.70,"1,477",11,0.74%,1.30,14.33,0.00%,0.00,0.00
Sunday,20,DGen | EN,EUR,0.38,"3,078",10,0.32%,0.12,1.16,0.00%,0.00,0.00
Wednesday,10,S | General | NL,EUR,77.14,67,2,2.99%,2.58,5.17,0.00%,0.00,0.00
Wednesday,11,S | General | NL,EUR,140.28,72,6,8.33%,1.68,10.10,0.00%,0.00,0.00
Wednesday,19,S | General | NL,EUR,22.66,64,1,1.56%,1.45,1.45,0.00%,0.00,0.00
Monday,14,S | General | NL,EUR,27.00,59,3,5.08%,0.53,1.59,0.00%,0.00,0.00
Friday,8,S | Brand | EU | EN,EUR,645.00,2,1,50.00%,1.29,1.29,0.00%,0.00,0.00
Saturday,20,PMax | Rem | EU | EN,EUR,8.71,519,38,7.32%,0.12,4.52,0.00%,0.00,0.00
Wednesday,4,PMax | Rem | EU | EN,EUR,11.91,159,7,4.40%,0.27,1.89,0.00%,0.00,0.00
Tuesday,12,PMax | Rem | EU | EN,EUR,10.58,668,32,4.79%,0.22,7.07,0.00%,0.00,0.00
Sunday,9,PMax | Rem | AU-NZ | EN,EUR,41.33,50,3,6.00%,0.69,2.07,0.00%,0.00,0.00
Friday,15,S | General | UK,EUR,148.89,9,1,11.11%,1.34,1.34,0.00%,0.00,0.00
Wednesday,15,S | General | UK,EUR,337.50,16,2,12.50%,2.70,5.40,0.00%,0.00,0.00
Saturday,10,ADa_Panty_NL,EUR,18.67,30,1,3.33%,0.56,0.56,0.00%,0.00,0.00
Friday,22,ADa_Panty_NL,EUR,75.00,67,7,10.45%,0.72,5.02,0.00%,0.00,0.00
Wednesday,15,Sh | General | NL,EUR,155.71,7,1,14.29%,1.09,1.09,0.00%,0.00,0.00
Friday,18,S | Brand | EU | DE,EUR,185.00,2,1,50.00%,0.37,0.37,100.00%,1.00,0.37
Wednesday,17,S | Brand | EU | DE,EUR,8.33,6,3,50.00%,0.02,0.05,33.33%,1.00,0.05
Saturday,21,PMax | Rem | NL | New,EUR,21.28,922,44,4.77%,0.45,19.62,4.55%,2.00,9.81
Sunday,3,PMax | Rem | NL | New,EUR,5.25,63,8,12.70%,0.04,0.33,0.00%,0.00,0.00
Thursday,19,S | General | EU | EN,EUR,12.65,68,1,1.47%,0.86,0.86,0.00%,0.00,0.00
Sunday,3,S | General | EU | EN,EUR,154.08,17,2,11.76%,1.31,2.62,0.00%,0.00,0.00
Sunday,8,S | General | EU | EN,EUR,45.14,112,6,5.36%,0.84,5.06,0.00%,0.00,0.00
Tuesday,9,ADa_Pants_NL,EUR,2.86,44,4,9.09%,0.03,0.13,0.00%,0.00,0.00
Saturday,3,S | Brand | NL,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,16,PMAX | shopping | EU | EN,EUR,0.00,105,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,5,PMAX | shopping | EU | EN,EUR,0.00,28,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,18,PMax | Rem | AU-NZ | EN,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,7,ADa_Brand_NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,21,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,15,S | General | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,4,PMax | Rem | US | EN,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,8,PMax | Rem | US | EN,EUR,0.00,13,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,0,PMax | Rem | US | EN,EUR,0.00,46,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,7,PMax | Rem | US | EN,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,4,ADa_Panty_NL,EUR,0.00,10,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,20,ADa_Panty_NL,EUR,0.00,114,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,3,Sh | General | NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,7,S | General | EU | EN,EUR,0.00,92,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,6,S | General | EU | EN,EUR,0.00,46,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,6,PMax | Rem | CA | EN,EUR,1.00,9,0,0.00%,0,0.01,0.00%,0.00,0.00
Thursday,18,S | Brand | NL,EUR,91.04,10,5,50.00%,0.18,0.91,0.00%,0.00,0.00
Wednesday,4,PMax | Rem | DE,EUR,1.07,49,1,2.04%,0.05,0.05,0.00%,0.00,0.00
Tuesday,17,PMax | Rem | UK,EUR,8.36,90,4,4.44%,0.19,0.75,0.00%,0.00,0.00
Sunday,12,PMax | Rem | UK,EUR,13.79,113,5,4.42%,0.31,1.56,0.00%,0.00,0.00
Friday,8,PMAX | shopping | EU | EN,EUR,15.58,172,1,0.58%,2.68,2.68,0.00%,0.00,0.00
Tuesday,8,PMAX | shopping | EU | EN,EUR,0.62,74,1,1.35%,0.05,0.05,0.00%,0.00,0.00
Monday,0,PMAX | shopping | EU | EN,EUR,4.15,141,4,2.84%,0.15,0.59,0.00%,0.00,0.00
Monday,17,DGen | EN,EUR,0.50,"6,040",13,0.22%,0.23,3.00,0.00%,0.00,0.00
Saturday,11,PMax | Rem | NL | New,EUR,14.30,896,43,4.80%,0.30,12.81,9.30%,4.00,3.20
Thursday,0,PMax | Rem | NL | New,EUR,12.01,288,31,10.76%,0.11,3.46,0.00%,0.00,0.00
Sunday,16,PMax | Rem | NL | New,EUR,30.53,"1,084",45,4.15%,0.74,33.09,0.00%,0.00,0.00
Monday,22,S | General | EU | EN,EUR,75.63,65,8,12.31%,0.61,4.92,0.00%,0.00,0.00
Saturday,15,PMax | Rem | CA | EN,EUR,0.41,15,1,6.67%,0.01,0.01,0.00%,0.00,0.00
Thursday,12,PMax | Rem | CA | EN,EUR,0.94,3,1,33.33%,0.00,0.00,0.00%,0.00,0.00
Thursday,16,PMax | Rem | CA | EN,EUR,175.16,9,1,11.11%,1.58,1.58,0.00%,0.00,0.00
Saturday,0,S | General | NL,EUR,33.96,53,2,3.77%,0.90,1.80,0.00%,0.00,0.00
Thursday,14,S | General | NL,EUR,48.49,92,3,3.26%,1.49,4.46,0.00%,0.00,0.00
Thursday,15,S | General | NL,EUR,109.52,96,5,5.21%,2.10,10.51,20.00%,1.00,10.51
Tuesday,18,S | General | NL,EUR,250.32,31,7,22.58%,1.11,7.76,0.00%,0.00,0.00
Monday,17,S | General | NL,EUR,123.83,66,4,6.06%,2.04,8.17,25.00%,1.00,8.17
Sunday,19,S | General | NL,EUR,123.97,85,5,5.88%,2.11,10.54,0.00%,0.00,0.00
Saturday,9,PMax | Rem | EU | EN,EUR,6.59,478,38,7.95%,0.08,3.15,0.00%,0.00,0.00
Wednesday,9,PMax | Rem | EU | EN,EUR,1.15,562,30,5.34%,0.02,0.64,0.00%,0.00,0.00
Monday,14,PMax | Rem | EU | EN,EUR,1.19,875,47,5.37%,0.02,1.04,0.00%,0.00,0.00
Monday,20,PMax | Rem | EU | EN,EUR,12.35,864,23,2.66%,0.46,10.67,8.70%,2.00,5.33
Monday,23,PMax | Rem | EU | EN,EUR,3.26,619,23,3.72%,0.09,2.02,0.00%,0.00,0.00
Sunday,21,PMax | Rem | EU | EN,EUR,6.95,625,24,3.84%,0.18,4.34,0.00%,0.00,0.00
Sunday,8,PMax | Rem | AU-NZ | EN,EUR,77.02,32,2,6.25%,1.23,2.46,0.00%,0.00,0.00
Thursday,14,PMax | Rem | US | EN,EUR,54.57,35,2,5.71%,0.96,1.91,0.00%,0.00,0.00
Friday,8,Sh | General | NL,EUR,0.00,65,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,1,Sh | General | NL,EUR,0.00,14,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,3,S | General | EU | EN,EUR,0.00,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,8,PMax | Rem | CA | EN,EUR,0.58,9,0,0.00%,0,0.01,0.00%,0.00,0.00
Saturday,22,PMax | Rem | CA | EN,EUR,0.84,16,0,0.00%,0,0.01,0.00%,0.00,0.00
Thursday,11,PMax | Rem | CA | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,17,PMax | Rem | CA | EN,EUR,0.32,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,3,PMax | Rem | CA | EN,EUR,0.00,10,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,9,PMax | Rem | CA | EN,EUR,1.05,7,0,0.00%,0,0.01,0.00%,0.00,0.00
Wednesday,1,S | General | NL,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,9,PMax | Rem | AU-NZ | EN,EUR,0.00,12,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,11,PMax | Rem | AU-NZ | EN,EUR,0.00,13,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,18,PMax | Rem | AU-NZ | EN,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,11,PMax | Rem | AU-NZ | EN,EUR,0.23,29,0,0.00%,0,0.01,0.00%,0.00,0.00
Friday,7,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,20,PMax | Rem | US | EN,EUR,0.00,35,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,15,PMax | Rem | US | EN,EUR,0.00,10,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,11,ADa_Panty_NL,EUR,0.00,65,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,6,S | Brand | NL,EUR,600.00,2,1,50.00%,1.20,1.20,100.00%,1.00,1.20
Sunday,12,S | Brand | NL,EUR,1.67,6,1,16.67%,0.01,0.01,0.00%,0.00,0.00
Saturday,12,PMax | Rem | DE,EUR,22.11,390,20,5.13%,0.43,8.62,0.00%,0.00,0.00
Saturday,23,PMax | Rem | DE,EUR,3.58,180,3,1.67%,0.21,0.64,0.00%,0.00,0.00
Friday,17,PMax | Rem | DE,EUR,12.36,450,19,4.22%,0.29,5.56,0.00%,0.00,0.00
Thursday,20,PMax | Rem | DE,EUR,7.71,271,7,2.58%,0.30,2.09,0.00%,0.00,0.00
Monday,7,PMax | Rem | UK,EUR,4.55,95,3,3.16%,0.14,0.43,0.00%,0.00,0.00
Monday,14,PMax | Rem | UK,EUR,11.66,223,3,1.35%,0.87,2.60,0.00%,0.00,0.00
Sunday,17,PMax | Rem | UK,EUR,8.97,105,3,2.86%,0.31,0.94,0.00%,0.00,0.00
Thursday,17,PMAX | shopping | EU | EN,EUR,1.90,211,2,0.95%,0.20,0.40,0.00%,0.00,0.00
Wednesday,12,PMAX | shopping | EU | EN,EUR,7.59,641,124,19.34%,0.04,4.87,0.00%,0.00,0.00
Wednesday,8,DGen | EN,EUR,1.10,"2,858",14,0.49%,0.22,3.15,0.00%,0.00,0.00
Tuesday,16,S | General | UK,EUR,99.09,11,1,9.09%,1.09,1.09,0.00%,0.00,0.00
Sunday,12,S | General | UK,EUR,107.34,6,1,16.67%,0.64,0.64,0.00%,0.00,0.00
Friday,19,ADa_Panty_NL,EUR,6.61,563,45,7.99%,0.08,3.72,0.00%,0.00,0.00
Saturday,19,PMax | Rem | NL | New,EUR,11.47,870,48,5.52%,0.21,9.98,0.00%,0.00,0.00
Monday,21,PMax | Rem | NL | New,EUR,18.52,"1,127",47,4.17%,0.44,20.88,2.13%,1.00,20.88
Friday,2,S | General | EU | EN,EUR,120.40,14,2,14.29%,0.84,1.69,0.00%,0.00,0.00
Wednesday,23,S | General | EU | EN,EUR,30.00,48,3,6.25%,0.48,1.44,0.00%,0.00,0.00
Saturday,18,ADa_Pants_NL,EUR,8.55,285,18,6.32%,0.14,2.44,0.04%,0.01,372.89
Saturday,23,ADa_Pants_NL,EUR,8.51,106,7,6.60%,0.13,0.90,0.00%,0.00,0.00
Thursday,6,ADa_Pants_NL,EUR,12.76,72,1,1.39%,0.92,0.92,0.00%,0.00,0.00
Tuesday,14,ADa_Pants_NL,EUR,29.75,48,3,6.25%,0.48,1.43,0.00%,0.00,0.00
Sunday,3,ADa_Pants_NL,EUR,19.08,42,3,7.14%,0.27,0.80,0.00%,0.00,0.00
