Quarter	Day of the week	Hour of the day	Campaign	Currency code	Avg. CPM	Impr.	Interactions	Interaction rate	Avg. cost	Cost	Conv. rate	Conversions	Cost / conv.
Current Quarter	Sunday	14	S | General | UK	EUR	287.47	5	1	0.2	1.44	1.44	0	0	0
Current Quarter	Friday	14	ADa_Panty_NL	EUR	3.94	146	7	0.0479	0.08	0.58	0	0	0
Current Quarter	Wednesday	13	ADa_Panty_NL	EUR	21.83	239	13	0.0544	0.4	5.22	0	0	0
Current Quarter	Thursday	15	Sh | General | NL	EUR	44.52	31	1	0.0323	1.38	1.38	0	0	0
Current Quarter	Wednesday	11	Sh | General | NL	EUR	185.71	7	1	0.1429	1.3	1.3	0	0	0
Current Quarter	Thursday	9	PMax | Rem | NL | New	EUR	9.36	556	20	0.036	0.26	5.2	0	0	0
Current Quarter	Sunday	4	PMax | Rem | NL | New	EUR	0.7	49	3	0.0612	0.01	0.03	0	0	0
Current Quarter	Sunday	5	PMax | Rem | NL | New	EUR	0.44	59	2	0.0339	0.01	0.03	0	0	0
Current Quarter	Friday	12	S | General | EU | EN	EUR	52.41	215	10	0.04650000000000001	1.13	11.27	0	0	0
Current Quarter	Sunday	21	S | General | EU | EN	EUR	38.82	102	6	0.0588	0.66	3.96	0	0	0
Current Quarter	Sunday	23	S | General | EU | EN	EUR	11.88	61	3	0.0492	0.24	0.72	0	0	0
Current Quarter	Thursday	8	ADa_Pants_NL	EUR	46.86	233	9	0.0386	1.21	10.92	0	0	0
Current Quarter	Tuesday	17	ADa_Pants_NL	EUR	6.82	272	10	0.0368	0.19	1.86	0	0	0
Current Quarter	Monday	20	ADa_Pants_NL	EUR	18.12	124	4	0.0323	0.56	2.25	0	0	0
Current Quarter	Sunday	11	ADa_Pants_NL	EUR	17.76	173	8	0.0462	0.38	3.07	0	0	0
Current Quarter	Sunday	16	ADa_Pants_NL	EUR	7.86	180	12	0.0667	0.12	1.42	0	0	0
Current Quarter	Sunday	23	ADa_Pants_NL	EUR	7.6	182	11	0.0604	0.13	1.38	0	0	0
Current Quarter	Thursday	11	S | General | NL	EUR	87.31	107	4	0.0374	2.34	9.34	0	0	0
Current Quarter	Wednesday	15	S | General | NL	EUR	105.86	162	6	0.03700000000000001	2.86	17.15	0	0	0
Current Quarter	Tuesday	0	S | General | NL	EUR	99.91	41	3	0.0732	1.37	4.1	0	0	0
Current Quarter	Sunday	9	S | General | NL	EUR	108.31	170	7	0.0412	2.63	18.41	0	0	0
Current Quarter	Sunday	16	S | General | NL	EUR	139.77	87	4	0.046	3.04	12.16	0	0	0
Current Quarter	Wednesday	13	PMax | Rem | EU | EN	EUR	6.4	425	15	0.0353	0.18	2.72	0	0	0
Current Quarter	Monday	9	PMax | Rem | AU-NZ | EN	EUR	8.59	77	1	0.013	0.66	0.66	0	0	0
Current Quarter	Sunday	13	PMax | Rem | AU-NZ | EN	EUR	60.42	24	2	0.0833	0.73	1.45	0	0	0
Current Quarter	Tuesday	22	PMax | Rem | US | EN	EUR	0	89	0	0	0	0	0	0	0
Current Quarter	Monday	19	ADa_Panty_NL	EUR	0	27	0	0	0	0	0	0	0
Current Quarter	Sunday	3	ADa_Panty_NL	EUR	0	13	0	0	0	0	0	0	0
Current Quarter	Saturday	4	S | General | NL	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Sunday	4	S | General | NL	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Thursday	16	S | Brand | NL	EUR	17.14	7	3	0.4286	0.04	0.12	0	0	0
Current Quarter	Wednesday	9	S | Brand | NL	EUR	4	10	3	0.3	0.01	0.04	0.3333	1	0.04
Current Quarter	Wednesday	20	S | Brand | NL	EUR	39.66	6	3	0.5	0.08	0.24	0	0	0
Current Quarter	Sunday	11	S | Brand | NL	EUR	313.33	6	3	0.5	0.63	1.88	0.3333	1	1.88
Current Quarter	Wednesday	12	PMax | Rem | DE	EUR	10.03	388	11	0.0284	0.35	3.89	0	0	0
Current Quarter	Monday	20	PMax | Rem | DE	EUR	5.36	385	7	0.0182	0.29	2.06	0	0	0
Current Quarter	Saturday	6	PMax | Rem | UK	EUR	26.25	40	2	0.05	0.53	1.05	0	0	0
Current Quarter	Thursday	7	PMax | Rem | UK	EUR	0.22	72	2	0.0278	0.01	0.02	0	0	0
Current Quarter	Tuesday	12	PMax | Rem | UK	EUR	20.53	152	12	0.0789	0.26	3.12	0	0	0
Current Quarter	Tuesday	13	PMax | Rem | UK	EUR	0.64	137	5	0.0365	0.02	0.09	0	0	0
Current Quarter	Thursday	6	PMAX | shopping | EU | EN	EUR	3.51	101	2	0.0198	0.18	0.35	0	0	0
Current Quarter	Wednesday	9	DGen | EN	EUR	3.77	2585	19	0.0074	0.51	9.74	0	0	0
Current Quarter	Monday	19	S | General | NL	EUR	123.68	83	8	0.0964	1.28	10.27	0	0	0
Current Quarter	Sunday	1	S | General | NL	EUR	222.37	38	4	0.1053	2.11	8.45	0.25	1	8.45
Current Quarter	Saturday	16	PMax | Rem | EU | EN	EUR	11.79	454	20	0.0441	0.27	5.35	0	0	0
Current Quarter	Wednesday	2	PMax | Rem | EU | EN	EUR	1.23	51	2	0.0392	0.03	0.06	0	0	0
Current Quarter	Wednesday	10	PMax | Rem | EU | EN	EUR	10.2	513	28	0.0546	0.19	5.23	0	0	0
Current Quarter	Tuesday	0	PMax | Rem | EU | EN	EUR	1.6	165	8	0.04849999999999999	0.03	0.26	0	0	0
Current Quarter	Sunday	20	ADa_Brand_NL	EUR	45	4	2	0.5	0.09	0.18	0.5	1	0.18
Current Quarter	Saturday	18	S | General | UK	EUR	95	6	1	0.1667	0.57	0.57	0	0	0
Current Quarter	Saturday	14	PMax | Rem | US | EN	EUR	50	27	1	0.03700000000000001	1.35	1.35	0	0	0
Current Quarter	Friday	2	ADa_Panty_NL	EUR	13.54	9	1	0.1111	0.12	0.12	0	0	0
Current Quarter	Friday	12	ADa_Panty_NL	EUR	4.48	123	8	0.065	0.07	0.55	0	0	0
Current Quarter	Monday	14	ADa_Panty_NL	EUR	33.73	51	1	0.0196	1.72	1.72	0	0	0
Current Quarter	Tuesday	18	Sh | General | NL	EUR	54.17	24	1	0.0417	1.3	1.3	0	0	0
Current Quarter	Thursday	19	PMax | Rem | NL | New	EUR	23.97	755	53	0.0702	0.34	18.1	0.0189	1	18.1
Current Quarter	Saturday	20	S | General | EU | EN	EUR	43.87	99	4	0.0404	1.09	4.34	0	0	0
Current Quarter	Thursday	7	S | General | EU | EN	EUR	42.73	55	3	0.0545	0.78	2.35	0	0	0
Current Quarter	Thursday	14	S | General | EU | EN	EUR	22.85	84	3	0.0357	0.64	1.92	0	0	0
Current Quarter	Tuesday	13	S | General | EU | EN	EUR	31.74	161	5	0.0311	1.02	5.11	0	0	0
Current Quarter	Monday	14	S | General | EU | EN	EUR	58.04	97	8	0.0825	0.7	5.63	0	0	0
Current Quarter	Friday	16	ADa_Pants_NL	EUR	0.68	259	1	0.0039	0.18	0.18	0	0	0
Current Quarter	Wednesday	7	ADa_Pants_NL	EUR	8	195	7	0.0359	0.22	1.56	0	0	0
Current Quarter	Monday	18	ADa_Pants_NL	EUR	12.85	111	10	0.0901	0.14	1.43	0.0993	0.99	1.44
Current Quarter	Sunday	4	ADa_Pants_NL	EUR	5.84	21	1	0.0476	0.12	0.12	0	0	0
Current Quarter	Sunday	18	ADa_Pants_NL	EUR	7.42	190	11	0.0579	0.13	1.41	0	0	0
Current Quarter	Tuesday	23	S | Brand | NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Sunday	5	PMax | Rem | UK	EUR	0	9	0	0	0	0	0	0	0
Current Quarter	Wednesday	14	PMAX | shopping | EU | EN	EUR	0	205	0	0	0	0	0	0	0
Current Quarter	Monday	23	PMAX | shopping | EU | EN	EUR	0	33	0	0	0	0	0	0	0
Current Quarter	Friday	3	PMax | Rem | AU-NZ | EN	EUR	0	14	0	0	0	0	0	0	0
Current Quarter	Monday	17	PMax | Rem | AU-NZ | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Friday	17	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Saturday	22	ADa_Panty_NL	EUR	0	22	0	0	0	0	0	0	0
Current Quarter	Thursday	7	Sh | General | NL	EUR	0	27	0	0	0	0	0	0	0
Current Quarter	Wednesday	6	Sh | General | NL	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Wednesday	13	Sh | General | NL	EUR	0	16	0	0	0	0	0	0	0
Current Quarter	Tuesday	2	ADa_Pants_NL	EUR	0	9	0	0	0	0	0	0	0
Current Quarter	Saturday	20	S | Brand | NL	EUR	130	4	2	0.5	0.26	0.52	0	0	0
Current Quarter	Saturday	21	S | Brand | NL	EUR	323.33	12	6	0.5	0.65	3.88	0.3333	2	1.94
Current Quarter	Wednesday	13	S | Brand | NL	EUR	58	10	4	0.4	0.15	0.58	0.5	2	0.29
Current Quarter	Tuesday	16	S | Brand | NL	EUR	13.33	6	1	0.1667	0.08	0.08	0	0	0
Current Quarter	Friday	16	PMax | Rem | DE	EUR	9.49	509	15	0.0295	0.32	4.83	0	0	0
Current Quarter	Tuesday	11	PMax | Rem | DE	EUR	21.27	509	20	0.0393	0.54	10.82	0.05	1	10.82
Current Quarter	Tuesday	17	PMax | Rem | DE	EUR	9.64	620	13	0.021	0.46	5.98	0.07690000000000001	1	5.98
Current Quarter	Saturday	5	PMax | Rem | UK	EUR	2.16	22	3	0.1364	0.02	0.05	0	0	0
Current Quarter	Friday	10	PMax | Rem | UK	EUR	27.26	126	2	0.0159	1.72	3.43	0	0	0
Current Quarter	Friday	14	PMax | Rem | UK	EUR	6.22	599	7	0.0117	0.53	3.73	0	0	0
Current Quarter	Wednesday	9	PMax | Rem | UK	EUR	20.42	81	5	0.0617	0.33	1.65	0	0	0
Current Quarter	Sunday	23	PMax | Rem | UK	EUR	20.87	121	3	0.0248	0.84	2.53	0	0	0
Current Quarter	Wednesday	0	PMAX | shopping | EU | EN	EUR	30.89	111	7	0.06309999999999999	0.49	3.43	0	0	0
Current Quarter	Saturday	16	DGen | EN	EUR	0.38	4940	7	0.0014	0.27	1.87	0	0	0
Current Quarter	Wednesday	3	DGen | EN	EUR	0.4	422	3	0.0071	0.06	0.17	0	0	0
Current Quarter	Wednesday	18	DGen | EN	EUR	0.33	4514	7	0.0016	0.22	1.51	0	0	0
Current Quarter	Tuesday	5	DGen | EN	EUR	0.75	721	2	0.0028	0.27	0.54	0	0	0
Current Quarter	Monday	2	DGen | EN	EUR	18.55	370	5	0.0135	1.37	6.86	0	0	0
Current Quarter	Monday	21	DGen | EN	EUR	0.8	765	6	0.007800000000000001	0.1	0.61	0	0	0
Current Quarter	Friday	15	S | General | NL	EUR	102.16	117	6	0.0513	1.99	11.95	0	0	0
Current Quarter	Wednesday	14	S | General | NL	EUR	136.59	172	12	0.0698	1.96	23.49	0	0	0
Current Quarter	Monday	3	S | General | NL	EUR	172.86	21	1	0.0476	3.63	3.63	0	0	0
Current Quarter	Sunday	21	S | General | NL	EUR	94.92	112	7	0.0625	1.52	10.63	0.1429	1	10.63
Current Quarter	Sunday	12	S | Brand | EU | EN	EUR	5.44	1	2	2	0	0.01	0	0	0
Current Quarter	Friday	14	PMax | Rem | EU | EN	EUR	14.37	690	53	0.0768	0.19	9.91	0	0	0
Current Quarter	Thursday	13	PMax | Rem | AU-NZ | EN	EUR	405	4	1	0.25	1.62	1.62	0	0	0
Current Quarter	Wednesday	0	PMax | Rem | AU-NZ | EN	EUR	6.46	61	10	0.1639	0.04	0.39	0	0	0
Current Quarter	Wednesday	14	ADa_Brand_NL	EUR	1.23	3	1	0.3333	0	0	1	1	0
Current Quarter	Tuesday	22	S | General | UK	EUR	186.67	12	1	0.0833	2.24	2.24	0	0	0
Current Quarter	Tuesday	16	Sh | General | NL	EUR	42.73	33	1	0.0303	1.41	1.41	0	0	0
Current Quarter	Friday	6	S | Brand | EU | DE	EUR	70	2	1	0.5	0.14	0.14	0	0	0
Current Quarter	Saturday	10	PMax | Rem | NL | New	EUR	35.74	826	59	0.07139999999999999	0.5	29.52	0	0	0
Current Quarter	Tuesday	3	PMax | Rem | NL | New	EUR	20.72	43	1	0.0233	0.89	0.89	0	0	0
Current Quarter	Friday	7	S | General | EU | EN	EUR	65.91	44	3	0.0682	0.97	2.9	0	0	0
Current Quarter	Thursday	12	S | General | EU | EN	EUR	38.42	109	4	0.0367	1.05	4.19	0	0	0
Current Quarter	Saturday	2	PMax | Rem | CA | EN	EUR	5.99	25	3	0.12	0.05	0.15	0	0	0
Current Quarter	Saturday	16	PMax | Rem | CA | EN	EUR	18.7	14	1	0.07139999999999999	0.26	0.26	0	0	0
Current Quarter	Saturday	17	ADa_Pants_NL	EUR	10.16	313	24	0.0767	0.13	3.18	0	0	0
Current Quarter	Friday	12	ADa_Pants_NL	EUR	4.62	179	9	0.0503	0.09	0.83	0	0	0
Current Quarter	Thursday	12	ADa_Pants_NL	EUR	32.65	161	3	0.0186	1.75	5.26	0	0	0
Current Quarter	Tuesday	10	ADa_Pants_NL	EUR	42.36	28	2	0.07139999999999999	0.59	1.19	0	0	0
Current Quarter	Monday	22	ADa_Pants_NL	EUR	5.65	193	6	0.0311	0.18	1.09	0	0	0
Current Quarter	Monday	12	S | Brand | NL	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Saturday	1	PMax | Rem | AU-NZ | EN	EUR	0	12	0	0	0	0	0	0	0
Current Quarter	Tuesday	5	PMax | Rem | AU-NZ | EN	EUR	0	23	0	0	0	0	0	0	0
Current Quarter	Sunday	14	PMax | Rem | AU-NZ | EN	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Saturday	17	S | General | UK	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Thursday	6	PMax | Rem | US | EN	EUR	0	32	0	0	0	0	0	0	0
Current Quarter	Saturday	0	Sh | General | NL	EUR	0	16	0	0	0	0	0	0	0
Current Quarter	Tuesday	2	Sh | General | NL	EUR	0	11	0	0	0	0	0	0	0
Current Quarter	Saturday	3	S | General | EU | EN	EUR	0	16	0	0	0	0	0	0	0
Current Quarter	Friday	10	PMax | Rem | CA | EN	EUR	2.74	1	0	0	0	0	0	0	0
Current Quarter	Monday	6	PMax | Rem | CA | EN	EUR	0.03	15	0	0	0	0	0	0	0
Current Quarter	Thursday	9	S | Brand | NL	EUR	27.5	4	2	0.5	0.06	0.11	0	0	0
Current Quarter	Tuesday	18	S | Brand | NL	EUR	2.5	4	1	0.25	0.01	0.01	0	0	0
Current Quarter	Tuesday	22	S | Brand | NL	EUR	15	8	3	0.375	0.04	0.12	0.6667000000000001	2	0.06
Current Quarter	Tuesday	5	PMax | Rem | DE	EUR	19.55	190	6	0.0316	0.62	3.71	0.1667	1	3.71
Current Quarter	Sunday	19	PMax | Rem | DE	EUR	8.87	1002	29	0.0289	0.31	8.88	0	0	0
Current Quarter	Sunday	23	PMax | Rem | DE	EUR	33.38	161	13	0.08070000000000001	0.41	5.37	0	0	0
Current Quarter	Saturday	2	PMax | Rem | UK	EUR	22.11	42	2	0.0476	0.46	0.93	0	0	0
Current Quarter	Thursday	2	PMax | Rem | UK	EUR	13.12	36	3	0.0833	0.16	0.47	0	0	0
Current Quarter	Wednesday	12	PMax | Rem | UK	EUR	14.96	100	7	0.07	0.21	1.5	0	0	0
Current Quarter	Wednesday	15	PMax | Rem | UK	EUR	19.5	135	7	0.0519	0.38	2.63	0	0	0
Current Quarter	Tuesday	15	PMax | Rem | UK	EUR	3.63	123	6	0.0488	0.07	0.45	0	0	0
Current Quarter	Monday	12	PMax | Rem | UK	EUR	12.54	201	10	0.0498	0.25	2.52	0	0	0
Current Quarter	Monday	18	PMax | Rem | UK	EUR	20.27	126	7	0.0556	0.36	2.55	0	0	0
Current Quarter	Thursday	14	PMAX | shopping | EU | EN	EUR	1.52	329	2	0.0061	0.25	0.5	0	0	0
Current Quarter	Wednesday	3	PMAX | shopping | EU | EN	EUR	8.29	1036	162	0.1564	0.05	8.59	0	0	0
Current Quarter	Friday	17	DGen | EN	EUR	0.35	3084	9	0.0029	0.12	1.06	0	0	0
Current Quarter	Tuesday	23	DGen | EN	EUR	0.41	1471	9	0.0061	0.07	0.6	0	0	0
Current Quarter	Sunday	10	DGen | EN	EUR	0.48	2878	8	0.0028	0.17	1.37	0	0	0
Current Quarter	Sunday	16	DGen | EN	EUR	0.4	4711	9	0.0019	0.21	1.89	0	0	0
Current Quarter	Saturday	12	S | General | NL	EUR	61.6	183	5	0.0273	2.25	11.27	0	0	0
Current Quarter	Friday	22	PMax | Rem | EU | EN	EUR	10.86	724	52	0.0718	0.15	7.86	0	0	0
Current Quarter	Thursday	10	PMax | Rem | AU-NZ | EN	EUR	0.35	224	2	0.0089	0.04	0.08	0	0	0
Current Quarter	Tuesday	23	PMax | Rem | AU-NZ | EN	EUR	264.19	2	1	0.5	0.53	0.53	0	0	0
Current Quarter	Saturday	23	S | General | UK	EUR	347.5	4	1	0.25	1.39	1.39	0	0	0
Current Quarter	Thursday	12	S | General | UK	EUR	129.21	8	1	0.125	1.03	1.03	0	0	0
Current Quarter	Saturday	4	PMax | Rem | US | EN	EUR	180	16	1	0.0625	2.88	2.88	0	0	0
Current Quarter	Monday	13	PMax | Rem | US | EN	EUR	248.57	7	1	0.1429	1.74	1.74	0	0	0
Current Quarter	Thursday	21	ADa_Panty_NL	EUR	4.61	243	14	0.0576	0.08	1.12	0	0	0
Current Quarter	Tuesday	13	ADa_Panty_NL	EUR	4.01	80	5	0.0625	0.06	0.32	0	0	0
Current Quarter	Tuesday	0	Sh | General | NL	EUR	28.22	45	1	0.0222	1.27	1.27	0	0	0
Current Quarter	Sunday	11	S | Brand | EU | DE	EUR	40	2	1	0.5	0.08	0.08	0	0	0
Current Quarter	Thursday	14	PMax | Rem | NL | New	EUR	11.7	750	38	0.0507	0.23	8.77	0	0	0
Current Quarter	Thursday	23	PMax | Rem | NL | New	EUR	8.15	768	54	0.0703	0.12	6.26	0	0	0
Current Quarter	Thursday	15	S | General | EU | EN	EUR	56.52	91	7	0.07690000000000001	0.73	5.14	0	0	0
Current Quarter	Tuesday	1	S | General | EU | EN	EUR	99.33	30	2	0.0667	1.49	2.98	0	0	0
Current Quarter	Tuesday	20	S | General | EU | EN	EUR	16.2	64	3	0.0469	0.35	1.04	0	0	0
Current Quarter	Tuesday	22	S | General | EU | EN	EUR	44.33	90	3	0.0333	1.33	3.99	0	0	0
Current Quarter	Monday	17	S | General | EU | EN	EUR	6.31	64	2	0.0313	0.2	0.4	0	0	0
Current Quarter	Sunday	18	S | General | EU | EN	EUR	24.22	128	4	0.0313	0.78	3.1	0	0	0
Current Quarter	Sunday	18	PMax | Rem | CA | EN	EUR	1.69	22	1	0.0455	0.04	0.04	0	0	0
Current Quarter	Tuesday	20	ADa_Pants_NL	EUR	8.61	392	19	0.04849999999999999	0.18	3.38	0	0	0
Current Quarter	Saturday	19	S | Brand | NL	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Friday	10	PMax | Rem | AU-NZ | EN	EUR	0	5	0	0	0	0	0	0	0
Current Quarter	Tuesday	21	PMax | Rem | AU-NZ | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Sunday	7	PMax | Rem | AU-NZ | EN	EUR	1.01	44	0	0	0	0.04	0	0	0
Current Quarter	Friday	20	S | General | UK	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Tuesday	17	S | General | UK	EUR	0	9	0	0	0	0	0	0	0
Current Quarter	Wednesday	14	PMax | Rem | US | EN	EUR	0	27	0	0	0	0	0	0	0
Current Quarter	Saturday	7	Sh | General | NL	EUR	0	28	0	0	0	0	0	0	0
Current Quarter	Friday	14	PMax | Rem | CA | EN	EUR	0.56	4	0	0	0	0	0	0	0
Current Quarter	Tuesday	12	PMax | Rem | CA | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Sunday	10	S | Brand | NL	EUR	26.31	9	4	0.4444	0.06	0.24	0.25	1	0.24
Current Quarter	Saturday	8	PMax | Rem | DE	EUR	14.54	500	21	0.042	0.35	7.27	0	0	0
Current Quarter	Saturday	22	PMax | Rem | DE	EUR	12.03	225	6	0.0267	0.45	2.71	0	0	0
Current Quarter	Tuesday	3	PMax | Rem | DE	EUR	2.27	49	4	0.0816	0.03	0.11	0	0	0
Current Quarter	Friday	7	PMax | Rem | UK	EUR	26.96	70	2	0.0286	0.94	1.89	0	0	0
Current Quarter	Thursday	6	PMax | Rem | UK	EUR	22.22	27	2	0.0741	0.3	0.6	0	0	0
Current Quarter	Tuesday	16	PMax | Rem | UK	EUR	4.64	99	8	0.0808	0.06	0.46	0	0	0
Current Quarter	Monday	6	PMAX | shopping | EU | EN	EUR	0.46	155	4	0.0258	0.02	0.07	0	0	0
Current Quarter	Sunday	14	PMAX | shopping | EU | EN	EUR	3.89	456	10	0.0219	0.18	1.78	0	0	0
Current Quarter	Saturday	20	DGen | EN	EUR	0.36	2957	5	0.0017	0.21	1.07	0	0	0
Current Quarter	Saturday	23	DGen | EN	EUR	0.39	1063	2	0.0019	0.21	0.42	0	0	0
Current Quarter	Thursday	6	DGen | EN	EUR	2.62	1525	11	0.0072	0.36	4	0	0	0
Current Quarter	Wednesday	13	DGen | EN	EUR	0.37	4377	8	0.0018	0.2	1.6	0	0	0
Current Quarter	Thursday	16	S | General | NL	EUR	64.34	92	4	0.0435	1.48	5.92	0	0	0
Current Quarter	Tuesday	12	S | General | NL	EUR	148.52	132	9	0.0682	2.18	19.6	0.1111	1	19.6
Current Quarter	Tuesday	14	S | General | NL	EUR	221.47	68	5	0.0735	3.01	15.06	0	0	0
Current Quarter	Tuesday	16	S | General | NL	EUR	39.69	32	1	0.0313	1.27	1.27	0	0	0
Current Quarter	Monday	18	S | General | NL	EUR	76.52	43	1	0.0233	3.29	3.29	0	0	0
Current Quarter	Friday	7	PMax | Rem | EU | EN	EUR	11.67	397	21	0.0529	0.22	4.63	0	0	0
Current Quarter	Sunday	1	PMax | Rem | EU | EN	EUR	1.46	312	4	0.0128	0.11	0.45	0	0	0
Current Quarter	Wednesday	5	PMax | Rem | AU-NZ | EN	EUR	205.71	7	1	0.1429	1.44	1.44	0	0	0
Current Quarter	Wednesday	5	PMax | Rem | US | EN	EUR	23.16	38	1	0.0263	0.88	0.88	0	0	0
Current Quarter	Sunday	18	PMax | Rem | US | EN	EUR	55.15	66	2	0.0303	1.82	3.64	0	0	0
Current Quarter	Thursday	0	ADa_Panty_NL	EUR	7.36	803	79	0.0984	0.07	5.91	0	0	0
Current Quarter	Wednesday	5	Sh | General | NL	EUR	187.5	8	1	0.125	1.5	1.5	0	0	0
Current Quarter	Thursday	15	PMax | Rem | NL | New	EUR	17.46	618	27	0.0437	0.4	10.79	0	0	0
Current Quarter	Wednesday	14	PMax | Rem | NL | New	EUR	24.42	601	51	0.0849	0.29	14.68	0	0	0
Current Quarter	Thursday	10	S | General | EU | EN	EUR	28.26	85	2	0.0235	1.2	2.4	0	0	0
Current Quarter	Saturday	9	PMax | Rem | CA | EN	EUR	0.86	5	1	0.2	0	0	0	0	0
Current Quarter	Wednesday	20	PMax | Rem | CA | EN	EUR	8.04	27	7	0.2593	0.03	0.22	0	0	0
Current Quarter	Monday	4	PMax | Rem | CA | EN	EUR	0.76	43	2	0.04650000000000001	0.02	0.03	0	0	0
Current Quarter	Wednesday	1	ADa_Pants_NL	EUR	0.29	43	1	0.0233	0.01	0.01	0	0	0
Current Quarter	Friday	0	PMax | Rem | UK	EUR	0.24	81	0	0	0	0.02	0	0	0
Current Quarter	Thursday	1	PMAX | shopping | EU | EN	EUR	0	57	0	0	0	0	0	0	0
Current Quarter	Wednesday	15	PMax | Rem | AU-NZ | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Wednesday	17	PMax | Rem | AU-NZ | EN	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Tuesday	14	PMax | Rem | AU-NZ | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Sunday	16	PMax | Rem | AU-NZ | EN	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Sunday	18	PMax | Rem | AU-NZ | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Sunday	16	ADa_Brand_NL	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Saturday	21	S | General | UK	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Friday	12	S | General | UK	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Thursday	22	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Monday	11	S | General | UK	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Saturday	1	PMax | Rem | US | EN	EUR	0	8	0	0	0	0	0	0	0
Current Quarter	Friday	23	PMax | Rem | US | EN	EUR	0	18	0	0	0	0	0	0	0
Current Quarter	Thursday	19	PMax | Rem | US | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Thursday	20	PMax | Rem | US | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Saturday	6	ADa_Panty_NL	EUR	0	16	0	0	0	0	0	0	0
Current Quarter	Wednesday	0	Sh | General | NL	EUR	0	25	0	0	0	0	0	0	0
Current Quarter	Tuesday	7	Sh | General | NL	EUR	0	15	0	0	0	0	0	0	0
Current Quarter	Wednesday	15	PMax | Rem | CA | EN	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Sunday	17	PMax | Rem | CA | EN	EUR	0.99	36	0	0	0	0.04	0	0	0
Current Quarter	Sunday	17	S | Brand | NL	EUR	32.5	8	3	0.375	0.09	0.26	0.3333	1	0.26
Current Quarter	Wednesday	16	PMax | Rem | DE	EUR	14.67	433	21	0.04849999999999999	0.3	6.35	0	0	0
Current Quarter	Wednesday	22	PMax | Rem | DE	EUR	8.44	506	9	0.0178	0.47	4.27	0.1111	1	4.27
Current Quarter	Wednesday	1	PMax | Rem | UK	EUR	24.99	58	6	0.1034	0.24	1.45	0	0	0
Current Quarter	Wednesday	2	PMax | Rem | UK	EUR	1.19	20	3	0.15	0.01	0.02	0	0	0
Current Quarter	Monday	10	PMax | Rem | UK	EUR	1.61	242	7	0.0289	0.06	0.39	0	0	0
Current Quarter	Sunday	4	PMax | Rem | UK	EUR	64.56	28	3	0.1071	0.6	1.81	0	0	0
Current Quarter	Wednesday	7	PMAX | shopping | EU | EN	EUR	6.93	285	48	0.1684	0.04	1.97	0	0	0
Current Quarter	Tuesday	3	DGen | EN	EUR	0.79	165	2	0.0121	0.07	0.13	0	0	0
Current Quarter	Tuesday	19	PMax | Rem | US | EN	EUR	20.14	70	2	0.0286	0.7	1.41	0	0	0
Current Quarter	Sunday	8	PMax | Rem | US | EN	EUR	11.9	21	1	0.0476	0.25	0.25	0	0	0
Current Quarter	Tuesday	3	ADa_Panty_NL	EUR	6.9	19	2	0.1053	0.07	0.13	0	0	0
Current Quarter	Thursday	7	S | General | NL	EUR	119.89	90	3	0.0333	3.6	10.79	0	0	0
Current Quarter	Wednesday	21	S | General | NL	EUR	3.68	57	1	0.0175	0.21	0.21	0	0	0
Current Quarter	Monday	13	S | General | NL	EUR	103.96	48	4	0.0833	1.25	4.99	0	0	0
Current Quarter	Saturday	8	PMax | Rem | EU | EN	EUR	7.32	569	40	0.0703	0.1	4.16	0	0	0
Current Quarter	Wednesday	22	PMax | Rem | EU | EN	EUR	2.24	273	16	0.05860000000000001	0.04	0.61	0	0	0
Current Quarter	Tuesday	3	PMax | Rem | AU-NZ | EN	EUR	42.23	31	1	0.0323	1.31	1.31	0	0	0
Current Quarter	Monday	18	ADa_Brand_NL	EUR	965	2	1	0.5	1.93	1.93	0	0	0
Current Quarter	Monday	19	ADa_Brand_NL	EUR	10	1	1	1	0.01	0.01	0	0	0
