Quarter	Age	Campaign	Ad group	Status	Bid adj.	Avg. CPM	Impr.	Interactions	Interaction rate	Avg. cost	Cost	Conv. rate	Conversions	Cost / conv.
Last Quarter	Unknown	S | Competitors | NL	competitor heist studios	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor kruidvat	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor oroblu	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor sheertex	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor snag tights	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor wolford	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor zeeman	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor falke	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor hedoïne	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor hema	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor hunkemoller	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor kunert	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor marcmarcs	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Competitors | NL	competitor swedish stockings	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Brand | EU | DE	Brand	Campaign paused	—	€383.15	1027	96	Clicks	0.0935	€4.10	€393.50	0.1146	11
Last Quarter	Unknown	S | General | EU | DE	strumpfhosen 80 dernier	Campaign paused	—	€99.08	382	15	Clicks	0.0393	€2.52	€37.85	0	0
Last Quarter	Unknown	S | General | EU | DE	strumpfhosen anti ladder	Campaign paused	—	€66.57	1132	57	Clicks	0.0504	€1.32	€75.36	0.0351	2
Last Quarter	Unknown	S | General | EU | DE	strumpfhosen bijenkorf	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | General | EU | DE	strumpfhosen does not break	Campaign paused	—	€47.46	992	49	Clicks	0.04940000000000001	€0.96	€47.08	0	0
Last Quarter	Unknown	S | General | EU | DE	strumpfhosen ladder resist	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | General | EU | DE	strumpfhosen onverwoestbare	Campaign paused	—	€64.69	1024	41	Clicks	0.04	€1.62	€66.24	0.0244	1
Last Quarter	Unknown	S | General | EU | DE	strumpfhosen stippen	Campaign paused	—	€54.24	480	19	Clicks	0.0396	€1.37	€26.04	0	0
Last Quarter	Unknown	S | General | EU | EN	tights 80 den	Campaign paused	—	€17.67	640	24	Clicks	0.0375	€0.47	€11.31	0	0
Last Quarter	Unknown	S | General | EU | EN	tights anti ladder	Campaign paused	—	€32.04	1817	104	Clicks	0.0572	€0.56	€58.22	0.0096	1
Last Quarter	Unknown	S | General | EU | EN	tights does not break	Campaign paused	—	€41.41	1212	103	Clicks	0.085	€0.49	€50.19	0.0097	1
Last Quarter	Unknown	S | General | EU | EN	tights ladder resist	Campaign paused	—	€30.23	1576	85	Clicks	0.0539	€0.56	€47.64	0	0
Last Quarter	Unknown	S | Brand | UK	Brand	Campaign paused	—	€14.00	10	3	Clicks	0.3	€0.05	€0.14	0	0
Last Quarter	Unknown	S | General | UK	tights 80 den	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | General | UK	tights anti ladder	Campaign paused	—	€59.81	1615	158	Clicks	0.0978	€0.61	€96.59	0.0063	1
Last Quarter	Unknown	S | General | UK	tights does not break	Campaign paused	—	€50.32	1475	107	Clicks	0.0725	€0.69	€74.22	0.009300000000000001	1
Last Quarter	Unknown	S | General | UK	tights ladder resist	Campaign paused	—	€60.41	1404	125	Clicks	0.08900000000000001	€0.68	€84.82	0.008	1
Last Quarter	Unknown	S | General | UK	competitors	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | General | UK	tights black	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | General | EU | DE	competitors	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Brand | EU | EN	Brand	Campaign paused	—	€154.69	20	7	Clicks	0.35	€0.44	€3.09	0	0
Last Quarter	Unknown	S | General | EU | EN	competitors	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | General | EU | EN	tights black	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | Brand | EU | FR	Brand	Campaign paused	—	€8.13	16	4	Clicks	0.25	€0.03	€0.13	0	0
Last Quarter	Unknown	Rem | EU | EN	14 days add cart	Campaign paused	—	€16.42	276	10	Clicks, engagements	0.0362	€0.45	€4.53	0	0
Last Quarter	Unknown	Rem | EU | FR	14 days add cart	Campaign paused	—	€25.60	225	7	Clicks, engagements	0.0311	€0.82	€5.76	0	0
Last Quarter	Unknown	Rem | EU | FR	customer list	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	S | General | EU | FR	Collants solides	Campaign paused	—	€55.51	1583	120	Clicks	0.0758	€0.73	€87.87	0	0
Last Quarter	Unknown	ADa_Brand_NL	Exact	Eligible	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	Rem | EU | EN	customer list	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	Rem | EU | DE	14 days add cart	Campaign paused	—	€10.33	557	13	Clicks, engagements	0.0233	€0.44	€5.75	0	0
Last Quarter	Unknown	Rem | EU | DE	customer list	Campaign paused	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	Rem | NL	14 days add cart	Campaign paused	—	€13.99	518	9	Clicks, engagements	0.0174	€0.81	€7.25	0	0
Last Quarter	Unknown	Rem | NL	customer list	Campaign paused	—	€0.00	60	0	0	—	€0.00	0	0	€0.00
Last Quarter	Unknown	DGen | EN	All Products	Excluded from ad group	—	—	0	0	—	—	€0.00	0	0	€0.00
Last Quarter	Unknown	ADa_Brand_NL	Phrase	Eligible	—	—	0	0	—	—	€0.00	0	0	€0.00
